1	0.001996	1.000000	0.980238	0.019762
2	0.003992	0.980199	0.960866	0.019549
3	0.005988	0.960790	0.941878	0.019339
4	0.007984	0.941766	0.923264	0.019133
5	0.009980	0.923118	0.905018	0.018931
6	0.011976	0.904840	0.887133	0.018733
7	0.013972	0.886923	0.869601	0.018538
8	0.015968	0.869361	0.852416	0.018346
9	0.017964	0.852147	0.835570	0.018158
10	0.019960	0.835274	0.819057	0.017973
11	0.021956	0.818735	0.802871	0.017792
12	0.023952	0.802523	0.787005	0.017614
13	0.025948	0.786633	0.771452	0.017439
14	0.027944	0.771057	0.756206	0.017267
15	0.029940	0.755789	0.741262	0.017098
16	0.031936	0.740824	0.726613	0.016932
17	0.033932	0.726155	0.712253	0.016769
18	0.035928	0.711776	0.698178	0.016608
19	0.037924	0.697682	0.684380	0.016451
20	0.039920	0.683867	0.670856	0.016296
21	0.041916	0.670326	0.657598	0.016144
22	0.043912	0.657053	0.644602	0.015995
23	0.045908	0.644042	0.631863	0.015848
24	0.047904	0.631289	0.619377	0.015704
25	0.049900	0.618789	0.607136	0.015562
26	0.051896	0.606537	0.595138	0.015423
27	0.053892	0.594526	0.583377	0.015286
28	0.055888	0.582754	0.571848	0.015151
29	0.057884	0.571215	0.560547	0.015019
30	0.059880	0.559904	0.549469	0.014889
31	0.061876	0.548818	0.538611	0.014761
32	0.063872	0.537950	0.527966	0.014635
33	0.065868	0.527298	0.517533	0.014512
34	0.067864	0.516857	0.507305	0.014390
35	0.069860	0.506623	0.497280	0.014271
36	0.071856	0.496591	0.487452	0.014153
37	0.073852	0.486758	0.477819	0.014038
38	0.075848	0.477120	0.468377	0.013924
39	0.077844	0.467672	0.459120	0.013813
40	0.079840	0.458412	0.450047	0.013703
41	0.081836	0.449335	0.441153	0.013595
42	0.083832	0.440438	0.432435	0.013489
43	0.085828	0.431717	0.423889	0.013384
44	0.087824	0.423168	0.415512	0.013282
45	0.089820	0.414789	0.407301	0.013181
46	0.091816	0.406576	0.399252	0.013081
47	0.093812	0.398525	0.391362	0.012984
48	0.095808	0.390634	0.383627	0.012887
49	0.097804	0.382899	0.376046	0.012793
50	0.099800	0.375317	0.368614	0.012699
51	0.101796	0.367886	0.361330	0.012608
52	0.103792	0.360601	0.354189	0.012518
53	0.105788	0.353461	0.347190	0.012429
54	0.107784	0.346462	0.340328	0.012342
55	0.109780	0.339602	0.333603	0.012256
56	0.111776	0.332877	0.327010	0.012171
57	0.113772	0.326286	0.320548	0.012088
58	0.115768	0.319825	0.314213	0.012006
59	0.117764	0.313492	0.308003	0.011925
60	0.119760	0.307285	0.301917	0.011845
61	0.121756	0.301200	0.295950	0.011767
62	0.123752	0.295236	0.290101	0.011690
63	0.125749	0.289390	0.284368	0.011614
64	0.127745	0.283660	0.278749	0.011539
65	0.129741	0.278043	0.273240	0.011466
66	0.131737	0.272538	0.267840	0.011393
67	0.133733	0.267141	0.262547	0.011322
68	0.135729	0.261852	0.257358	0.011251
69	0.137725	0.256667	0.252273	0.011182
70	0.139721	0.251584	0.247287	0.011114
71	0.141717	0.246603	0.242400	0.011047
72	0.143713	0.241720	0.237610	0.010980
73	0.145709	0.236934	0.232914	0.010915
74	0.147705	0.232242	0.228311	0.010851
75	0.149701	0.227644	0.223799	0.010787
76	0.151697	0.223136	0.219376	0.010725
77	0.153693	0.218718	0.215041	0.010663
78	0.155689	0.214387	0.210791	0.010602
79	0.157685	0.210142	0.206626	0.010542
80	0.159681	0.205981	0.202542	0.010483
81	0.161677	0.201902	0.198540	0.010425
82	0.163673	0.197904	0.194616	0.010368
83	0.165669	0.193986	0.190770	0.010311
84	0.167665	0.190145	0.187000	0.010255
85	0.169661	0.186380	0.183304	0.010200
86	0.171657	0.182689	0.179682	0.010146
87	0.173653	0.179072	0.176131	0.010092
88	0.175649	0.175526	0.172650	0.010039
89	0.177645	0.172050	0.169238	0.009987
90	0.179641	0.168644	0.165894	0.009936
91	0.181637	0.165304	0.162615	0.009885
92	0.183633	0.162031	0.159402	0.009835
93	0.185629	0.158823	0.156252	0.009786
94	0.187625	0.155678	0.153164	0.009737
95	0.189621	0.152595	0.150137	0.009689
96	0.191617	0.149574	0.147170	0.009641
97	0.193613	0.146612	0.144262	0.009595
98	0.195609	0.143709	0.141411	0.009548
99	0.197605	0.140864	0.138616	0.009503
100	0.199601	0.138074	0.135877	0.009458
101	0.201597	0.135340	0.133191	0.009413
102	0.203593	0.132660	0.130559	0.009369
103	0.205589	0.130034	0.127979	0.009326
104	0.207585	0.127459	0.125450	0.009283
105	0.209581	0.124935	0.122971	0.009241
106	0.211577	0.122461	0.120541	0.009199
107	0.213573	0.120036	0.118158	0.009158
108	0.215569	0.117660	0.115823	0.009117
109	0.217565	0.115330	0.113534	0.009076
110	0.219561	0.113046	0.111291	0.009037
111	0.221557	0.110808	0.109091	0.008997
112	0.223553	0.108614	0.106936	0.008958
113	0.225549	0.106463	0.104822	0.008920
114	0.227545	0.104355	0.102751	0.008882
115	0.229541	0.102288	0.100720	0.008845
116	0.231537	0.100263	0.098730	0.008808
117	0.233533	0.098278	0.096779	0.008771
118	0.235529	0.096332	0.094866	0.008735
119	0.237525	0.094424	0.092991	0.008699
120	0.239521	0.092555	0.091154	0.008664
121	0.241517	0.090722	0.089352	0.008629
122	0.243513	0.088926	0.087586	0.008594
123	0.245509	0.087165	0.085856	0.008560
124	0.247505	0.085439	0.084159	0.008526
125	0.249501	0.083747	0.082496	0.008493
126	0.251497	0.082089	0.080865	0.008460
127	0.253493	0.080463	0.079267	0.008427
128	0.255489	0.078870	0.077701	0.008395
129	0.257485	0.077308	0.076165	0.008363
130	0.259481	0.075778	0.074660	0.008331
131	0.261477	0.074277	0.073185	0.008300
132	0.263473	0.072806	0.071738	0.008269
133	0.265469	0.071365	0.070321	0.008238
134	0.267465	0.069952	0.068931	0.008208
135	0.269461	0.068566	0.067569	0.008178
136	0.271457	0.067209	0.066233	0.008148
137	0.273453	0.065878	0.064924	0.008119
138	0.275449	0.064574	0.063641	0.008089
139	0.277445	0.063295	0.062384	0.008061
140	0.279441	0.062042	0.061151	0.008032
141	0.281437	0.060813	0.059942	0.008004
142	0.283433	0.059609	0.058758	0.007976
143	0.285429	0.058429	0.057597	0.007948
144	0.287425	0.057272	0.056458	0.007921
145	0.289421	0.056138	0.055343	0.007894
146	0.291417	0.055026	0.054249	0.007867
147	0.293413	0.053937	0.053177	0.007841
148	0.295409	0.052869	0.052126	0.007814
149	0.297405	0.051822	0.051096	0.007788
150	0.299401	0.050796	0.050086	0.007763
151	0.301397	0.049790	0.049096	0.007737
152	0.303393	0.048804	0.048126	0.007712
153	0.305389	0.047837	0.047175	0.007687
154	0.307385	0.046890	0.046243	0.007662
155	0.309381	0.045962	0.045329	0.007637
156	0.311377	0.045052	0.044433	0.007613
157	0.313373	0.044160	0.043555	0.007589
158	0.315369	0.043285	0.042694	0.007565
159	0.317365	0.042428	0.041850	0.007541
160	0.319361	0.041588	0.041023	0.007518
161	0.321357	0.040764	0.040213	0.007494
162	0.323353	0.039957	0.039418	0.007471
163	0.325349	0.039166	0.038639	0.007449
164	0.327345	0.038391	0.037875	0.007426
165	0.329341	0.037630	0.037127	0.007403
166	0.331337	0.036885	0.036393	0.007381
167	0.333333	0.036155	0.035674	0.007359
168	0.335329	0.035439	0.034969	0.007337
169	0.337325	0.034737	0.034278	0.007316
170	0.339321	0.034049	0.033601	0.007294
171	0.341317	0.033375	0.032937	0.007273
172	0.343313	0.032714	0.032286	0.007252
173	0.345309	0.032067	0.031648	0.007231
174	0.347305	0.031432	0.031022	0.007210
175	0.349301	0.030809	0.030409	0.007190
176	0.351297	0.030199	0.029808	0.007169
177	0.353293	0.029601	0.029219	0.007149
178	0.355289	0.029015	0.028642	0.007129
179	0.357285	0.028441	0.028076	0.007109
180	0.359281	0.027877	0.027521	0.007089
181	0.361277	0.027325	0.026977	0.007070
182	0.363273	0.026784	0.026444	0.007050
183	0.365269	0.026254	0.025921	0.007031
184	0.367265	0.025734	0.025409	0.007012
185	0.369261	0.025225	0.024907	0.006993
186	0.371257	0.024725	0.024415	0.006974
187	0.373253	0.024236	0.023932	0.006956
188	0.375250	0.023756	0.023459	0.006937
189	0.377246	0.023285	0.022996	0.006919
190	0.379242	0.022824	0.022541	0.006901
191	0.381238	0.022372	0.022096	0.006883
192	0.383234	0.021929	0.021659	0.006865
193	0.385230	0.021495	0.021231	0.006847
194	0.387226	0.021069	0.020811	0.006829
195	0.389222	0.020652	0.020400	0.006812
